Material,MaterialType,MaterialGroup,MaterialDescription,BaseUnit,OldMaterialNumber,Division,Plant,StorageLocation,PurchasingGroup,ProcurementType,MRPType,MRPController,LotSize,PlannedDeliveryTimeDays,GRProcessingTimeDays,SafetyStock,ReorderPoint,ValuationClass,PriceControl,StandardPrice,MovingAveragePrice,PriceUnit,Currency,GrossWeight,NetWeight,WeightUnit,Volume,VolumeUnit,ProfitCenter,TaxClassification,SalesStatus,CreatedOn,BatchManagement,SerialNumberProfile,CountryOfOrigin
SYN-RM-000104,ROH,RM011,Eco Hydraulic Oil 034,KG,LEG-RM-00034,00,1200,001,002,F,VB,103,HB,7,1,32,60,3000,V,0,40.6,1,USD,177,159.3,KG,0.236,M3,PC-1200-RM,0,,2026-09-27,X,,JP
SYN-RM-000105,ROH,RM012,Heavy-Duty Aluminum Sheet 035,L,LEG-RM-00035,00,1100,002,002,F,VB,104,HB,8,2,45,80,3000,V,0,85.62,1,USD,178.7,162.62,KG,0.238,M3,PC-1100-RM,0,,2022-10-07,,,US
SYN-RM-000106,ROH,RM013,Compact Stainless Steel 036,M,LEG-RM-00036,00,1200,003,002,F,VB,105,HB,9,3,58,100,3000,V,0,35.91,1,USD,180.4,165.97,KG,0.241,M3,PC-1200-RM,0,,2023-11-14,,,CA
SYN-RM-000107,ROH,RM014,High-Grade Polymer Resin 037,KG,LEG-RM-00037,00,1100,001,002,F,VB,100,HB,10,1,71,120,3000,V,0,80.93,1,USD,182.1,169.35,KG,0.243,M3,PC-1100-RM,0,,2024-12-21,X,,DE
SYN-RM-000108,ROH,RM015,Modular Copper Wire 038,L,LEG-RM-00038,00,1200,002,002,F,VB,101,HB,11,2,84,140,3000,V,0,31.22,1,USD,183.8,150.72,KG,0.245,M3,PC-1200-RM,0,,2025-01-01,,,MX
SYN-RM-000109,ROH,RM016,Universal Hydraulic Oil 039,M,LEG-RM-00039,00,1100,003,002,F,VB,102,HB,12,3,97,160,3000,V,0,76.24,1,USD,185.5,153.97,KG,0.247,M3,PC-1100-RM,0,,2026-02-08,,,JP
SYN-RM-000110,ROH,RM017,Industrial Aluminum Sheet 040,KG,LEG-RM-00040,00,1200,001,002,F,VB,103,HB,13,1,110,180,3000,V,0,26.53,1,USD,187.2,157.25,KG,0.25,M3,PC-1200-RM,0,,2022-03-15,X,,US
SYN-SF-000111,HALB,SF010,Precision Machined Housing 001,EA,LEG-SF-00001,00,1100,001,002,E,PD,100,EX,2,1,0,0,7900,S,21.66,0,1,USD,188.9,160.56,KG,0.252,M3,PC-1100-SF,0,,2023-04-22,X,,CA
SYN-SF-000112,HALB,SF011,Premium Welded Frame 002,KG,LEG-SF-00002,00,1100,002,002,E,PD,101,EX,3,2,0,0,7900,S,105.18,0,1,USD,0.6,0.52,KG,0.001,M3,PC-1100-SF,0,,2024-05-02,,,DE
SYN-SF-000113,HALB,SF012,Standard Motor Subassembly 003,EA,LEG-SF-00003,00,1100,003,002,E,PD,102,EX,4,3,0,0,7900,S,12.96,0,1,USD,2.3,2,KG,0.003,M3,PC-1100-SF,0,,2025-06-09,,,MX
SYN-SF-000114,HALB,SF013,Eco PCB Module 004,KG,LEG-SF-00004,00,1100,001,002,E,PD,103,EX,5,1,0,0,7900,S,96.48,0,1,USD,4,3.52,KG,0.005,M3,PC-1100-SF,0,,2026-07-16,X,,JP
SYN-SF-000115,HALB,SF014,Heavy-Duty Valve Body 005,EA,LEG-SF-00005,00,1100,002,002,E,PD,104,EX,6,2,0,0,7900,S,180,0,1,USD,5.7,5.07,KG,0.008,M3,PC-1100-SF,0,,2022-08-23,,,US
SYN-SF-000116,HALB,SF015,Compact Machined Housing 006,KG,LEG-SF-00006,00,1100,003,002,E,PD,105,EX,7,3,0,0,7900,S,87.78,0,1,USD,7.4,6.66,KG,0.01,M3,PC-1100-SF,0,,2023-09-03,,,CA
SYN-SF-000117,HALB,SF016,High-Grade Welded Frame 007,EA,LEG-SF-00007,00,1100,001,002,E,PD,100,EX,8,1,0,0,7900,S,171.3,0,1,USD,9.1,8.28,KG,0.012,M3,PC-1100-SF,0,,2024-10-10,X,,DE
SYN-SF-000118,HALB,SF017,Modular Motor Subassembly 008,KG,LEG-SF-00008,00,1100,002,002,E,PD,101,EX,2,2,0,0,7900,S,79.08,0,1,USD,10.8,9.94,KG,0.014,M3,PC-1100-SF,0,,2025-11-17,,,MX
SYN-SF-000119,HALB,SF010,Universal PCB Module 009,EA,LEG-SF-00009,00,1100,003,002,E,PD,102,EX,3,3,0,0,7900,S,162.6,0,1,USD,12.5,11.63,KG,0.017,M3,PC-1100-SF,0,,2026-12-24,,,JP
SYN-SF-000120,HALB,SF011,Industrial Valve Body 010,KG,LEG-SF-00010,00,1100,001,002,E,PD,103,EX,4,1,0,0,7900,S,70.38,0,1,USD,14.2,11.64,KG,0.019,M3,PC-1100-SF,0,,2022-01-04,X,,US
SYN-SF-000121,HALB,SF012,Precision Machined Housing 011,EA,LEG-SF-00011,00,1100,002,002,E,PD,104,EX,5,2,0,0,7900,S,153.9,0,1,USD,15.9,13.2,KG,0.021,M3,PC-1100-SF,0,,2023-02-11,,,CA
SYN-SF-000122,HALB,SF013,Premium Welded Frame 012,KG,LEG-SF-00012,00,1100,003,002,E,PD,105,EX,6,3,0,0,7900,S,61.68,0,1,USD,17.6,14.78,KG,0.023,M3,PC-1100-SF,0,,2024-03-18,,,DE
SYN-SF-000123,HALB,SF014,Standard Motor Subassembly 013,EA,LEG-SF-00013,00,1100,001,002,E,PD,100,EX,7,1,0,0,7900,S,145.2,0,1,USD,19.3,16.41,KG,0.026,M3,PC-1100-SF,0,,2025-04-25,X,,MX
SYN-SF-000124,HALB,SF015,Eco PCB Module 014,KG,LEG-SF-00014,00,1100,002,002,E,PD,101,EX,8,2,0,0,7900,S,52.98,0,1,USD,21,18.06,KG,0.028,M3,PC-1100-SF,0,,2026-05-05,,,JP
SYN-SF-000125,HALB,SF016,Heavy-Duty Valve Body 015,EA,LEG-SF-00015,00,1100,003,002,E,PD,102,EX,2,3,0,0,7900,S,136.5,0,1,USD,22.7,19.75,KG,0.03,M3,PC-1100-SF,0,,2022-06-12,,,US
SYN-SF-000126,HALB,SF017,Compact Machined Housing 016,KG,LEG-SF-00016,00,1100,001,002,E,PD,103,EX,3,1,0,0,7900,S,44.28,0,1,USD,24.4,21.47,KG,0.033,M3,PC-1100-SF,0,,2023-07-19,X,,CA
SYN-SF-000127,HALB,SF010,High-Grade Welded Frame 017,EA,LEG-SF-00017,00,1100,002,002,E,PD,104,EX,4,2,0,0,7900,S,127.8,0,1,USD,26.1,23.23,KG,0.035,M3,PC-1100-SF,0,,2024-08-26,,,DE
SYN-SF-000128,HALB,SF011,Modular Motor Subassembly 018,KG,LEG-SF-00018,00,1100,003,002,E,PD,105,EX,5,3,0,0,7900,S,35.58,0,1,USD,27.8,25.02,KG,0.037,M3,PC-1100-SF,0,,2025-09-06,,,MX
SYN-SF-000129,HALB,SF012,Universal PCB Module 019,EA,LEG-SF-00019,00,1100,001,002,E,PD,100,EX,6,1,0,0,7900,S,119.1,0,1,USD,29.5,26.84,KG,0.039,M3,PC-1100-SF,0,,2026-10-13,X,,JP
SYN-SF-000130,HALB,SF013,Industrial Valve Body 020,KG,LEG-SF-00020,00,1100,002,002,E,PD,101,EX,7,2,0,0,7900,S,26.88,0,1,USD,31.2,28.7,KG,0.042,M3,PC-1100-SF,0,,2022-11-20,,,US
SYN-SF-000131,HALB,SF014,Precision Machined Housing 021,EA,LEG-SF-00021,00,1100,003,002,E,PD,102,EX,8,3,0,0,7900,S,110.4,0,1,USD,32.9,30.6,KG,0.044,M3,PC-1100-SF,0,,2023-12-27,,,CA
SYN-SF-000132,HALB,SF015,Premium Welded Frame 022,KG,LEG-SF-00022,00,1100,001,002,E,PD,103,EX,2,1,0,0,7900,S,18.18,0,1,USD,34.6,28.37,KG,0.046,M3,PC-1100-SF,0,,2024-01-07,X,,DE
SYN-SF-000133,HALB,SF016,Standard Motor Subassembly 023,EA,LEG-SF-00023,00,1100,002,002,E,PD,104,EX,3,2,0,0,7900,S,101.7,0,1,USD,36.3,30.13,KG,0.048,M3,PC-1100-SF,0,,2025-02-14,,,MX
SYN-SF-000134,HALB,SF017,Eco PCB Module 024,KG,LEG-SF-00024,00,1100,003,002,E,PD,105,EX,4,3,0,0,7900,S,9.48,0,1,USD,38,31.92,KG,0.051,M3,PC-1100-SF,0,,2026-03-21,,,JP
SYN-SF-000135,HALB,SF010,Heavy-Duty Valve Body 025,EA,LEG-SF-00025,00,1100,001,002,E,PD,100,EX,5,1,0,0,7900,S,93,0,1,USD,39.7,33.75,KG,0.053,M3,PC-1100-SF,0,,2022-04-01,X,,US
SYN-PK-000136,VERP,PK010,Compact Carton Box 001,EA,LEG-PK-00001,00,1000,001,003,F,VB,100,HB,5,1,88,160,3030,V,0,19.71,1,USD,41.4,35.6,KG,0.055,M3,PC-1000-PK,0,,2023-05-08,,,CA
SYN-PK-000137,VERP,PK011,High-Grade Protective Film 002,KG,LEG-PK-00002,00,1100,002,003,F,VB,101,HB,6,2,101,180,3030,V,0,7.07,1,USD,43.1,37.5,KG,0.057,M3,PC-1100-PK,0,,2024-06-15,,,DE
SYN-PK-000138,VERP,PK012,Modular Foam Insert 003,M,LEG-PK-00003,00,1000,003,003,F,VB,102,HB,7,3,114,200,3030,V,0,18.51,1,USD,44.8,39.42,KG,0.06,M3,PC-1000-PK,0,,2025-07-22,,,MX
SYN-PK-000139,VERP,PK013,Universal Pallet Wrap 004,EA,LEG-PK-00004,00,1100,001,003,F,VB,103,HB,8,1,7,100,3030,V,0,5.87,1,USD,46.5,41.38,KG,0.062,M3,PC-1100-PK,0,,2026-08-02,,,JP
SYN-PK-000140,VERP,PK014,Industrial Label Roll 005,KG,LEG-PK-00005,00,1000,002,003,F,VB,104,HB,9,2,20,120,3030,V,0,17.32,1,USD,48.2,43.38,KG,0.064,M3,PC-1000-PK,0,,2022-09-09,,,US
SYN-PK-000141,VERP,PK015,Precision Carton Box 006,M,LEG-PK-00006,00,1100,003,003,F,VB,105,HB,10,3,33,140,3030,V,0,4.68,1,USD,49.9,45.41,KG,0.067,M3,PC-1100-PK,0,,2023-10-16,,,CA
SYN-PK-000142,VERP,PK016,Premium Protective Film 007,EA,LEG-PK-00007,00,1000,001,003,F,VB,100,HB,11,1,46,160,3030,V,0,16.13,1,USD,51.6,47.47,KG,0.069,M3,PC-1000-PK,0,,2024-11-23,,,DE
SYN-PK-000143,VERP,PK017,Standard Foam Insert 008,KG,LEG-PK-00008,00,1100,002,003,F,VB,101,HB,12,2,59,180,3030,V,0,3.49,1,USD,53.3,49.57,KG,0.071,M3,PC-1100-PK,0,,2025-12-03,,,MX
SYN-PK-000144,VERP,PK010,Eco Pallet Wrap 009,M,LEG-PK-00009,00,1000,003,003,F,VB,102,HB,13,3,72,200,3030,V,0,14.94,1,USD,55,45.1,KG,0.073,M3,PC-1000-PK,0,,2026-01-10,,,JP
SYN-PK-000145,VERP,PK011,Heavy-Duty Label Roll 010,EA,LEG-PK-00010,00,1100,001,003,F,VB,103,HB,14,1,85,220,3030,V,0,2.3,1,USD,56.7,47.06,KG,0.076,M3,PC-1100-PK,0,,2022-02-17,,,US
SYN-PK-000146,VERP,PK012,Compact Carton Box 011,KG,LEG-PK-00011,00,1000,002,003,F,VB,104,HB,15,2,98,240,3030,V,0,13.74,1,USD,58.4,49.06,KG,0.078,M3,PC-1000-PK,0,,2023-03-24,,,CA
SYN-PK-000147,VERP,PK013,High-Grade Protective Film 012,M,LEG-PK-00012,00,1100,003,003,F,VB,105,HB,16,3,111,260,3030,V,0,1.1,1,USD,60.1,51.09,KG,0.08,M3,PC-1100-PK,0,,2024-04-04,,,DE
SYN-PK-000148,VERP,PK014,Modular Foam Insert 013,EA,LEG-PK-00013,00,1000,001,003,F,VB,100,HB,17,1,5,161,3030,V,0,12.55,1,USD,61.8,53.15,KG,0.082,M3,PC-1000-PK,0,,2025-05-11,,,MX
SYN-PK-000149,VERP,PK015,Universal Pallet Wrap 014,KG,LEG-PK-00014,00,1100,002,003,F,VB,101,HB,18,2,17,180,3030,V,0,24,1,USD,63.5,55.24,KG,0.085,M3,PC-1100-PK,0,,2026-06-18,,,JP
SYN-PK-000150,VERP,PK016,Industrial Label Roll 015,M,LEG-PK-00015,00,1000,003,003,F,VB,102,HB,19,3,30,200,3030,V,0,11.36,1,USD,65.2,57.38,KG,0.087,M3,PC-1000-PK,0,,2022-07-25,,,US
SYN-PK-000151,VERP,PK017,Precision Carton Box 016,EA,LEG-PK-00016,00,1100,001,003,F,VB,103,HB,20,1,43,220,3030,V,0,22.81,1,USD,66.9,59.54,KG,0.089,M3,PC-1100-PK,0,,2023-08-05,,,CA
SYN-PK-000152,VERP,PK010,Premium Protective Film 017,KG,LEG-PK-00017,00,1000,002,003,F,VB,104,HB,21,2,56,240,3030,V,0,10.17,1,USD,68.6,61.74,KG,0.091,M3,PC-1000-PK,0,,2024-09-12,,,DE
SYN-PK-000153,VERP,PK011,Standard Foam Insert 018,M,LEG-PK-00018,00,1100,003,003,F,VB,105,HB,5,3,69,260,3030,V,0,21.62,1,USD,70.3,63.97,KG,0.094,M3,PC-1100-PK,0,,2025-10-19,,,MX
SYN-PK-000154,VERP,PK012,Eco Pallet Wrap 019,EA,LEG-PK-00019,00,1000,001,003,F,VB,100,HB,6,1,82,280,3030,V,0,8.97,1,USD,72,66.24,KG,0.096,M3,PC-1000-PK,0,,2026-11-26,,,JP
SYN-PK-000155,VERP,PK013,Heavy-Duty Label Roll 020,KG,LEG-PK-00020,00,1100,002,003,F,VB,101,HB,7,2,95,120,3030,V,0,20.42,1,USD,73.7,68.54,KG,0.098,M3,PC-1100-PK,0,,2022-12-06,,,US
SYN-OS-000156,HIBE,OS010,Compact Cleaning Solvent 001,EA,LEG-OS-00001,00,1000,001,004,F,VB,100,HB,4,1,108,140,3040,V,0,140,1,USD,75.4,61.83,KG,0.101,M3,PC-1000-OS,0,,2023-01-13,,,CA
SYN-OS-000157,HIBE,OS011,High-Grade Machine Grease 002,L,LEG-OS-00002,00,1100,002,004,F,VB,101,HB,5,2,5,44,3040,V,0,66.86,1,USD,77.1,63.99,KG,0.103,M3,PC-1100-OS,0,,2024-02-20,,,DE
SYN-OS-000158,HIBE,OS012,Modular Shop Towels 003,KG,LEG-OS-00003,00,1200,003,004,F,VB,102,HB,6,3,14,60,3040,V,0,133.1,1,USD,78.8,66.19,KG,0.105,M3,PC-1200-OS,0,,2025-03-27,,,MX
SYN-OS-000159,HIBE,OS013,Universal Coolant Fluid 004,EA,LEG-OS-00004,00,1000,001,004,F,VB,103,HB,7,1,27,80,3040,V,0,59.96,1,USD,80.5,68.42,KG,0.107,M3,PC-1000-OS,0,,2026-04-07,,,JP
SYN-OS-000160,HIBE,OS014,Industrial Abrasive Disc 005,L,LEG-OS-00005,00,1100,002,004,F,VB,104,HB,8,2,40,100,3040,V,0,126.2,1,USD,82.2,70.69,KG,0.11,M3,PC-1100-OS,0,,2022-05-14,,,US
SYN-OS-000161,HIBE,OS015,Precision Cleaning Solvent 006,KG,LEG-OS-00006,00,1200,003,004,F,VB,105,HB,9,3,53,120,3040,V,0,53.06,1,USD,83.9,72.99,KG,0.112,M3,PC-1200-OS,0,,2023-06-21,,,CA
SYN-OS-000162,HIBE,OS016,Premium Machine Grease 007,EA,LEG-OS-00007,00,1000,001,004,F,VB,100,HB,10,1,66,140,3040,V,0,119.3,1,USD,85.6,75.33,KG,0.114,M3,PC-1000-OS,0,,2024-07-01,,,DE
SYN-OS-000163,HIBE,OS017,Standard Shop Towels 008,L,LEG-OS-00008,00,1100,002,004,F,VB,101,HB,11,2,79,160,3040,V,0,46.16,1,USD,87.3,77.7,KG,0.116,M3,PC-1100-OS,0,,2025-08-08,,,MX
SYN-OS-000164,HIBE,OS010,Eco Coolant Fluid 009,KG,LEG-OS-00009,00,1200,003,004,F,VB,102,HB,12,3,92,180,3040,V,0,112.4,1,USD,89,80.1,KG,0.119,M3,PC-1200-OS,0,,2026-09-15,,,JP
SYN-OS-000165,HIBE,OS011,Heavy-Duty Abrasive Disc 010,EA,LEG-OS-00010,00,1000,001,004,F,VB,103,HB,13,1,105,200,3040,V,0,39.26,1,USD,90.7,82.54,KG,0.121,M3,PC-1000-OS,0,,2022-10-22,,,US
SYN-OS-000166,HIBE,OS012,Compact Cleaning Solvent 011,L,LEG-OS-00011,00,1100,002,004,F,VB,104,HB,14,2,118,220,3040,V,0,105.5,1,USD,92.4,85.01,KG,0.123,M3,PC-1100-OS,0,,2023-11-02,,,CA
SYN-OS-000167,HIBE,OS013,High-Grade Machine Grease 012,KG,LEG-OS-00012,00,1200,003,004,F,VB,105,HB,15,3,11,120,3040,V,0,32.36,1,USD,94.1,87.51,KG,0.125,M3,PC-1200-OS,0,,2024-12-09,,,DE
SYN-OS-000168,HIBE,OS014,Modular Shop Towels 013,EA,LEG-OS-00013,00,1000,001,004,F,VB,100,HB,16,1,24,140,3040,V,0,98.6,1,USD,95.8,78.56,KG,0.128,M3,PC-1000-OS,0,,2025-01-16,,,MX
SYN-OS-000169,HIBE,OS015,Universal Coolant Fluid 014,L,LEG-OS-00014,00,1100,002,004,F,VB,101,HB,17,2,37,160,3040,V,0,25.46,1,USD,97.5,80.92,KG,0.13,M3,PC-1100-OS,0,,2026-02-23,,,JP
SYN-OS-000170,HIBE,OS016,Industrial Abrasive Disc 015,KG,LEG-OS-00015,00,1200,003,004,F,VB,102,HB,18,3,50,180,3040,V,0,91.7,1,USD,99.2,83.33,KG,0.132,M3,PC-1200-OS,0,,2022-03-03,,,US
SYN-SP-000171,ERSA,SP010,Precision Bearing Set 001,EA,LEG-SP-00001,00,1000,001,005,F,PD,100,EX,10,1,63,0,3200,V,0,538.46,1,USD,100.9,85.77,KG,0.135,M3,PC-1000-SP,0,,2023-04-10,,0001,CA
SYN-SP-000172,ERSA,SP011,Premium Seal Kit 002,EA,LEG-SP-00002,00,1100,002,005,F,PD,101,EX,11,2,76,0,3200,V,0,92.2,1,USD,102.6,88.24,KG,0.137,M3,PC-1100-SP,0,,2024-05-17,,,DE
SYN-SP-000173,ERSA,SP012,Standard Drive Belt 003,EA,LEG-SP-00003,00,1000,003,005,F,PD,102,EX,12,3,89,0,3200,V,0,496.36,1,USD,104.3,90.74,KG,0.139,M3,PC-1000-SP,0,,2025-06-24,,,MX
SYN-SP-000174,ERSA,SP013,Eco Fuse Module 004,EA,LEG-SP-00004,00,1100,001,005,F,PD,103,EX,13,1,102,0,3200,V,0,50.1,1,USD,106,93.28,KG,0.141,M3,PC-1100-SP,0,,2026-07-04,,,JP
SYN-SP-000175,ERSA,SP014,Heavy-Duty Replacement Gear 005,EA,LEG-SP-00005,00,1000,002,005,F,PD,104,EX,14,2,115,0,3200,V,0,454.26,1,USD,107.7,95.85,KG,0.144,M3,PC-1000-SP,0,,2022-08-11,,0001,US
SYN-SP-000176,ERSA,SP015,Compact Bearing Set 006,EA,LEG-SP-00006,00,1100,003,005,F,PD,105,EX,15,3,8,0,3200,V,0,8,1,USD,109.4,98.46,KG,0.146,M3,PC-1100-SP,0,,2023-09-18,,,CA
SYN-SP-000177,ERSA,SP016,High-Grade Seal Kit 007,EA,LEG-SP-00007,00,1000,001,005,F,PD,100,EX,16,1,21,0,3200,V,0,412.16,1,USD,111.1,101.1,KG,0.148,M3,PC-1000-SP,0,,2024-10-25,,,DE
SYN-SP-000178,ERSA,SP017,Modular Drive Belt 008,EA,LEG-SP-00008,00,1100,002,005,F,PD,101,EX,17,2,34,0,3200,V,0,816.32,1,USD,112.8,103.78,KG,0.15,M3,PC-1100-SP,0,,2025-11-05,,,MX
SYN-SP-000179,ERSA,SP010,Universal Fuse Module 009,EA,LEG-SP-00009,00,1000,003,005,F,PD,102,EX,18,3,47,0,3200,V,0,370.06,1,USD,114.5,106.48,KG,0.153,M3,PC-1000-SP,0,,2026-12-12,,0001,JP
SYN-SP-000180,ERSA,SP011,Industrial Replacement Gear 010,EA,LEG-SP-00010,00,1100,001,005,F,PD,103,EX,19,1,60,0,3200,V,0,774.22,1,USD,116.2,95.28,KG,0.155,M3,PC-1100-SP,0,,2022-01-19,,,US
SYN-SP-000181,ERSA,SP012,Precision Bearing Set 011,EA,LEG-SP-00011,00,1000,002,005,F,PD,104,EX,20,2,73,0,3200,V,0,327.96,1,USD,117.9,97.86,KG,0.157,M3,PC-1000-SP,0,,2023-02-26,,,CA
SYN-SP-000182,ERSA,SP013,Premium Seal Kit 012,EA,LEG-SP-00012,00,1100,003,005,F,PD,105,EX,21,3,86,0,3200,V,0,732.12,1,USD,119.6,100.46,KG,0.159,M3,PC-1100-SP,0,,2024-03-06,,,DE
SYN-SP-000183,ERSA,SP014,Standard Drive Belt 013,EA,LEG-SP-00013,00,1000,001,005,F,PD,100,EX,22,1,99,0,3200,V,0,285.86,1,USD,121.3,103.1,KG,0.162,M3,PC-1000-SP,0,,2025-04-13,,0001,MX
SYN-SP-000184,ERSA,SP015,Eco Fuse Module 014,EA,LEG-SP-00014,00,1100,002,005,F,PD,101,EX,23,2,112,0,3200,V,0,690.02,1,USD,123,105.78,KG,0.164,M3,PC-1100-SP,0,,2026-05-20,,,JP
SYN-SP-000185,ERSA,SP016,Heavy-Duty Replacement Gear 015,EA,LEG-SP-00015,00,1000,003,005,F,PD,102,EX,24,3,5,0,3200,V,0,243.76,1,USD,124.7,108.49,KG,0.166,M3,PC-1000-SP,0,,2022-06-27,,,US
SYN-SP-000186,ERSA,SP017,Compact Bearing Set 016,EA,LEG-SP-00016,00,1100,001,005,F,PD,103,EX,25,1,18,0,3200,V,0,647.92,1,USD,126.4,111.23,KG,0.169,M3,PC-1100-SP,0,,2023-07-07,,,CA
SYN-SP-000187,ERSA,SP010,High-Grade Seal Kit 017,EA,LEG-SP-00017,00,1000,002,005,F,PD,104,EX,26,2,31,0,3200,V,0,201.66,1,USD,128.1,114.01,KG,0.171,M3,PC-1000-SP,0,,2024-08-14,,0001,DE
SYN-SP-000188,ERSA,SP011,Modular Drive Belt 018,EA,LEG-SP-00018,00,1100,003,005,F,PD,105,EX,27,3,44,0,3200,V,0,605.82,1,USD,129.8,116.82,KG,0.173,M3,PC-1100-SP,0,,2025-09-21,,,MX
SYN-SP-000189,ERSA,SP012,Universal Fuse Module 019,EA,LEG-SP-00019,00,1000,001,005,F,PD,100,EX,28,1,57,0,3200,V,0,159.56,1,USD,131.5,119.66,KG,0.175,M3,PC-1000-SP,0,,2026-10-01,,,JP
SYN-SP-000190,ERSA,SP013,Industrial Replacement Gear 020,EA,LEG-SP-00020,00,1100,002,005,F,PD,101,EX,29,2,70,0,3200,V,0,563.72,1,USD,133.2,122.54,KG,0.178,M3,PC-1100-SP,0,,2022-11-08,,,US
SYN-SV-000191,DIEN,SV010,Precision Equipment Inspection 001,AU,LEG-SV-00001,00,1000,,006,F,ND,,EX,0,0,0,0,4000,S,984.35,0,1,USD,0,0,,0,,PC-1000-SV,0,,2023-12-15,,,CA
SYN-SV-000192,DIEN,SV011,Premium Calibration Service 002,H,LEG-SV-00002,00,1200,,006,F,ND,,EX,0,0,0,0,4000,S,382.8,0,1,USD,0,0,,0,,PC-1200-SV,0,,2024-01-22,,,DE
SYN-SV-000193,DIEN,SV012,Standard Preventive Maintenance 003,AU,LEG-SV-00003,00,1000,,006,F,ND,,EX,0,0,0,0,4000,S,927.6,0,1,USD,0,0,,0,,PC-1000-SV,0,,2025-02-02,,,MX
SYN-SV-000194,DIEN,SV013,Eco Installation Support 004,H,LEG-SV-00004,00,1200,,006,F,ND,,EX,0,0,0,0,4000,S,326.05,0,1,USD,0,0,,0,,PC-1200-SV,0,,2026-03-09,,,JP
SYN-SV-000195,DIEN,SV014,Heavy-Duty Technical Training 005,AU,LEG-SV-00005,00,1000,,006,F,ND,,EX,0,0,0,0,4000,S,870.85,0,1,USD,0,0,,0,,PC-1000-SV,0,,2022-04-16,,,US
SYN-SV-000196,DIEN,SV015,Compact Equipment Inspection 006,H,LEG-SV-00006,00,1200,,006,F,ND,,EX,0,0,0,0,4000,S,269.3,0,1,USD,0,0,,0,,PC-1200-SV,0,,2023-05-23,,,CA
SYN-SV-000197,DIEN,SV016,High-Grade Calibration Service 007,AU,LEG-SV-00007,00,1000,,006,F,ND,,EX,0,0,0,0,4000,S,814.1,0,1,USD,0,0,,0,,PC-1000-SV,0,,2024-06-03,,,DE
SYN-SV-000198,DIEN,SV017,Modular Preventive Maintenance 008,H,LEG-SV-00008,00,1200,,006,F,ND,,EX,0,0,0,0,4000,S,212.55,0,1,USD,0,0,,0,,PC-1200-SV,0,,2025-07-10,,,MX
SYN-SV-000199,DIEN,SV010,Universal Installation Support 009,AU,LEG-SV-00009,00,1000,,006,F,ND,,EX,0,0,0,0,4000,S,757.35,0,1,USD,0,0,,0,,PC-1000-SV,0,,2026-08-17,,,JP
SYN-SV-000200,DIEN,SV011,Industrial Technical Training 010,H,LEG-SV-00010,00,1200,,006,F,ND,,EX,0,0,0,0,4000,S,155.8,0,1,USD,0,0,,0,,PC-1200-SV,0,,2022-09-24,,,US
